correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
0.0,0.0,show,sohw,S OW W,soul,S OW L,"['soul', 'sole', 'sol', 'seoul', 'sewn', 'sown', 'soak', 'soave', 'soap', 'sows']"
0.0,0.0,sidereal,sedereal,S EH D ER IY L,federal,F EH D ER AH L,"['federal', 'several', 'senders', 'sensory', 'century', 'steadier', 'steadied', 'elderly', 'spreader', 'surrender']"
0.0,0.0,sidereal,sideral,S IH D ER AH L,federal,F EH D ER AH L,"['federal', 'several', 'literal', 'littoral', 'serial', 'cereal', 'signal', 'liberal', 'referral', 'pickerel']"
1.0,1.0,siege,seige,S IY JH,siege,S IY JH,"['siege', 'sage', 'sedge', 'surge', 'serge', 'sees', 'seas', 'seize', 'seed', 'cede']"
1.0,1.0,signatories,signitories,S IH G N AH T AO R IY Z,signatories,S IH G N AH T AO R IY Z,"['signatories', 'dignitaries', 'inventories', 'signatory']"
1.0,1.0,signatory,signitory,S IH G N AH T AO R IY,signatory,S IH G N AH T AO R IY,"['signatory', 'dignitary', 'inventory', 'signatories']"
0.0,1.0,significantly,signifantly,S IH G N IH F AH N T L IY,significant,S IH G N IH F IH K AH N T,"['significant', 'inefficiently', 'significantly']"
1.0,1.0,significantly,significently,S IH G N IH F IH S AH N T L IY,significantly,S IH G N IH F IH K AH N T L IY,['significantly']
0.0,0.0,similar,similiar,S IH M IH L AA R,millibar,M IH L AH B AA R,['millibar']
1.0,1.0,similar,simmilar,S IH M AH L ER,similar,S IH M AH L ER,"['similar', 'simpler', 'semele', 'settler', 'subtler', 'saddler', 'sampler', 'sicily', 'cicely', 'simply']"
0.0,1.0,similarity,similiarity,S IH M IH L IY EH R AH T IY,similarities,S IH M AH L EH R AH T IY Z,"['similarities', 'similarity']"
0.0,0.0,similarly,similarily,S IH M AH L EH R AH L IY,similarity,S IH M AH L EH R AH T IY,"['similarity', 'similarities']"
1.0,1.0,simpler,simplier,S IH M P L AY ER,simpler,S IH M P AH L ER,"['simpler', 'samplers', 'impolite', 'suppliers', 'simpler', 'employers', 'implying', 'supplier', 'sampler', 'simply']"
1.0,1.0,simply,simpley,S IH M P L IY,simply,S IH M P L IY,"['simply', 'simpler', 'sampler', 'nimbly', 'semele', 'somali', 'similar', 'civilly', 'singly', 'simple']"
1.0,1.0,simultaneous,simultanous,S AY M AH L T AH N AH S,simultaneous,S AY M AH L T EY N IY AH S,['simultaneous']
0.0,0.0,since,sicne,S IH K N AH,sigma,S IH G M AH,"['sigma', 'sacra', 'cessna', 'sickly', 'cessna', 'sienna', 'sydney', 'sidney', 'mikva', 'sitka']"
0.0,0.0,sines,sinse,S IH N S,since,S IH N S,"['since', 'sins', 'sense', 'cents', 'synch', 'cinch', 'rinse', 'sips', 'sind', 'sinned']"
0.0,0.0,sincerely,sincerley,S IH N S ER L IY,cynically,S IH N IH K L IY,"['cynically', 'gingerly', 'linearly', 'viscerally', 'sinister', 'sinhalese', 'synergies', 'entirely', 'princely', 'inversely']"
0.0,0.0,singsong,singsog,S IH NG S AO G,single,S IH NG G AH L,"['single', 'singly', 'skinks', 'stinks', 'sphinx', 'sinks']"
1.0,1.0,sneeze,snese,S N IY Z,sneeze,S N IY Z,"['sneeze', 'snows', 'snead', 'snooze', 'sleaze', 'skis', 'unease', 'sneak', 'suisse', 'sways']"
0.0,0.0,soldiers,soliders,S AA L IH D ER Z,polymers,P AA L IH M ER Z,"['polymers', 'slanders', 'cylinder', 'flinders', 'solids', 'solvers', 'slivers', 'slippers', 'slickers', 'cinders']"
1.0,1.0,soliloquy,soliliquy,S AH L IH L IH K W IY,soliloquy,S AH L IH L AH K W IY,['soliloquy']
1.0,1.0,solitary,solatary,S AA L AH T EH R IY,solitary,S AA L AH T EH R IY,"['solitary', 'cemetery', 'military', 'cometary', 'monetary', 'idolatry', 'solitaire', 'salutary', 'voluntary']"
0.0,0.0,some,smoe,S M OW,snow,S N OW,"['snow', 'slow', 'sloe', 'stowe', 'stow', 'ammo', 'emo', 'slaw', 'sleigh', 'slay']"
1.0,1.0,some,soem,S OW M,some,S AH M,"['some', 'sum', 'sim', 'sym', 'seem', 'seam', 'same', 'sejm', 'sam', 'som', 'psalm']"
0.0,0.0,sophisticated,sophicated,S AA F IH K EY T IH D,suffocated,S AH F AH K EY T IH D,"['suffocated', 'fixated']"
1.0,1.0,sophisticated,suphisticated,S AH F IH S T AH K EY T IH D,sophisticated,S AH F IH S T AH K EY T IH D,"['sophisticated', 'sophisticated', 'sophisticate']"
1.0,1.0,sophomore,sophmore,S AA F M AO R,sophomore,S AA F M AO R,"['sophomore', 'fillmore', 'phosphor', 'isadore', 'sforza', 'sophomores', 'seymour']"
0.0,0.0,sound,soudn,S AW D AH N,sadden,S AE D AH N,"['sadden', 'sodden', 'sidon', 'louden', 'sudden', 'seddon', 'satin', 'sutton', 'seton', 'certain']"
0.0,0.0,sounds,soudns,S AW D AH N Z,saddens,S AE D AH N Z,"['saddens', 'siddons', 'satins', 'sedans', 'saddened', 'saddles', 'thousands', 'salmons', 'seasons', 'surgeons']"
1.0,1.0,soup,suop,S UW P,soup,S UW P,"['soup', 'souk', 'soap', 'poop', 'sup', 'seuss', 'soon', 'sop', 'coupe', 'coop']"
0.0,0.0,south,sourth,S AO R TH,fourth,F AO R TH,"['fourth', 'forth', 'sort', 'sores', 'soars', 'source', 'north', 'sword', 'soared', 'darth']"
0.0,0.0,southern,sourthern,S AO R TH ER N,northern,N AO R DH ER N,"['northern', 'sorbonne', 'sorters', 'sorcerer', 'sorcery', 'seaborne', 'scorers', 'snorers', 'scorns', 'scorned']"
1.0,1.0,souvenir,souvenier,S UW V AH N IY ER,souvenir,S UW V AH N IH R,"['souvenir', 'sudanese', 'seventy']"
1.0,1.0,souvenirs,souveniers,S UW V AH N IY ER Z,souvenirs,S UW V AH N IH R Z,"['souvenirs', 'seventies', 'sudanese']"
1.0,1.0,sovereign,soverign,S AA V R IH N,sovereign,S AA V R AH N,"['sovereign', 'sovran', 'citrin', 'solving', 'carlin', 'marlin', 'sardine', 'scarring', 'starring', 'sparring']"
1.0,1.0,sovereignty,sovereignity,S AA V R AH N AH T IY,sovereignty,S AA V R AH N T IY,['sovereignty']
0.0,0.0,sovereignty,soverignity,S AA V R IH G N AH T IY,,,[]
1.0,1.0,specialized,speciallized,S P EH SH AH L AY Z D,specialized,S P EH SH AH L AY Z D,"['specialized', 'sterilized', 'specialities', 'specialize', 'socialized', 'specializes', 'specializing', 'specials']"
0.0,0.0,specify,specif,S P EH S AH F,spaces,S P EY S AH Z,"['spaces', 'spices', 'spouses', 'special', 'speckle', 'census', 'presses', 'sexes', 'spencer', 'spenser']"
1.0,1.0,specimen,speciman,S P EH S IH M AH N,specimen,S P EH S AH M AH N,"['specimen', 'spokesman', 'assessment', 'specimens', 'spearman', 'pressman']"
0.0,0.0,spectacular,spectauclar,S P EH K T AW K L ER,spectacle,S P EH K T AH K AH L,['spectacle']
1.0,1.0,speech,speach,S P IY CH,speech,S P IY CH,"['speech', 'speak', 'speed', 'spiel', 'spurge', 'space', 'spate', 'spain', 'spake', 'spade', 'spayed']"
0.0,0.0,spermatozoon,spermatozoan,S P ER M AE T AH Z OW AH N,,,[]
1.0,1.0,sponsor,sponser,S P AA N S ER,sponsor,S P AA N S ER,"['sponsor', 'spencer', 'spenser', 'spender', 'spawning', 'prancer', 'spinners', 'sparks', 'spotters', 'spacers']"
1.0,1.0,sponsored,sponzored,S P AA N Z ER D,sponsored,S P AA N S ER D,"['sponsored', 'sponsors', 'spaniard', 'respond', 'respond', 'sponsor', 'pondered', 'spawns']"
1.0,1.0,spontaneous,spontanous,S P AA N T AH N AH S,spontaneous,S P AA N T EY N IY AH S,['spontaneous']
0.0,0.0,spread,spreaded,S P R EH D IH D,spreading,S P R EH D IH NG,"['spreading', 'sprouted', 'sported', 'appended', 'spending', 'spearhead', 'trended', 'premiered', 'presaged', 'spreader']"
0.0,0.0,strata,strat,S T R AE T,strut,S T R AH T,"['strut', 'straight', 'strait', 'street', 'strap', 'stride', 'stroud', 'strode', 'strayed', 'strep']"
1.0,1.0,statement,statment,S T AE T M AH N T,statement,S T EY T M AH N T,"['statement', 'stagnant', 'attachment', 'treatment', 'statesman', 'samsonite', 'statements', 'stamina', 'stanton', 'staten']"
0.0,0.0,stop,stpo,S T P OW,soapy,S OW P IY,"['soapy', 'cheapo', 'straw', 'stayer', 'stray', 'strew', 'supper', 'sapper', 'seiko', 'soupy']"
1.0,1.0,stories,storeis,S T AO R AY Z,stories,S T AO R IY Z,"['stories', 'storms', 'starves', 'stylize', 'storage', 'storage', 'scorers', 'storied', 'stalkers', 'snorers']"
1.0,1.0,stories,storise,S T AO R AY Z,stories,S T AO R IY Z,"['stories', 'storms', 'starves', 'stylize', 'storage', 'storage', 'scorers', 'storied', 'stalkers', 'snorers']"
0.0,0.0,story,sotry,S AA T R IY,pottery,P AA T ER IY,"['pottery', 'lottery', 'motley', 'petrie', 'hotly', 'sabra', 'mitre', 'salmi', 'nazi', 'sakai']"
0.0,0.0,story,stopry,S T AA P R IY,steeply,S T IY P L IY,"['steeply', 'stoppers', 'slippery', 'autopsy', 'stoppage', 'starchy', 'stopping', 'starkey', 'stormy', 'starter']"
0.0,0.0,story,stoyr,S T OY R,star,S T AA R,"['star', 'starr', 'store', 'steer', 'stair', 'stare', 'stole', 'spoil', 'stool', 'style', 'stile']"
0.0,1.0,strand,strnad,S T ER N AE D,sternness,S T ER N AH S,"['sternness', 'sternly', 'stafford', 'staggered', 'stands', 'sturgeon', 'sturgeon', 'strained', 'strand', 'stander']"
0.0,0.0,strange,stange,S T AE N JH,stanch,S T AE N CH,"['stanch', 'stand', 'stance', 'stench', 'staunch', 'stent', 'sterns', 'stuns', 'steno', 'stunned']"
1.0,1.0,strategic,startegic,S T AA R T IY JH IH K,strategic,S T R AH T IY JH IH K,['strategic']
1.0,1.0,strategies,startegies,S T AA R T AH JH IY Z,strategies,S T R AE T AH JH IY Z,"['strategies', 'startles', 'strategy']"
1.0,1.0,strategies,stradegies,S T R AE D AH JH IY Z,strategies,S T R AE T AH JH IY Z,"['strategies', 'strategy', 'straddles']"
1.0,1.0,strategy,startegy,S T AA R T AH JH IY,strategy,S T R AE T AH JH IY,"['strategy', 'startles', 'startled', 'startups', 'cytology', 'started', 'startup', 'startle', 'strategies']"
1.0,1.0,strategy,stradegy,S T R AE D AH JH IY,strategy,S T R AE T AH JH IY,"['strategy', 'straddles', 'straddled', 'stranded', 'strategies', 'straddle']"
1.0,1.0,strength,strenght,S T R EH NG T,strength,S T R EH NG TH,"['strength', 'stringed', 'stressed', 'stretched', 'strings', 'stringy', 'stringer', 'strict', 'strapped', 'stroked']"
0.0,0.0,strengthen,strenghen,S T R EH NG AH N,strengths,S T R EH NG TH S,"['strengths', 'strength', 'straighten', 'stricken', 'striven', 'stresses', 'stretches', 'stressing', 'stretching', 'stetson']"
1.0,1.0,strengthen,strenghten,S T R EH NG T AH N,strengthen,S T R EH NG TH AH N,"['strengthen', 'remington', 'straightens', 'straightened', 'straighten', 'trenton', 'strengthened', 'strengthens', 'stetson']"
1.0,1.0,strengthened,strenghened,S T R EH NG HH EH N D,strengthened,S T R EH NG TH AH N D,['strengthened']
1.0,1.0,strengthened,strenghtened,S T R EH NG T AH N D,strengthened,S T R EH NG TH AH N D,"['strengthened', 'strengthens', 'straightened', 'strengthen']"
0.0,0.0,strengthening,strenghening,S T R EH NG,strung,S T R AH NG,"['strung', 'string', 'strong', 'stress', 'stretch', 'stirring', 'strep', 'sprang', 'sprung', 'spring']"
0.0,1.0,strengthening,strenghtening,S T R EH NG T N IH NG,straightening,S T R EY T AH N IH NG,"['straightening', 'straightening', 'strengthening']"
0.0,0.0,strenuous,strenous,S T R EH N AH S,stretches,S T R EH CH AH Z,"['stretches', 'stresses', 'stratus', 'sternness', 'strengths', 'steepness', 'stillness', 'stiffness', 'stresses', 'stressing']"
1.0,1.0,strictest,strictist,S T R IH K T IH S T,strictest,S T R IH K T AH S T,"['strictest', 'restricts', 'districts']"
0.0,1.0,stringent,stingent,S T IH N JH AH N T,itinerant,AY T IH N ER AH N T,"['itinerant', 'stagnant', 'exigent', 'indigent', 'insurgent', 'stringent', 'tangent', 'tangents', 'stygian', 'astringent']"
0.0,0.0,strove,strived,S T R AY V D,strives,S T R AY V Z,"['strives', 'striped', 'strained', 'strand', 'streamed', 'strolled', 'strides', 'stringed', 'strikes', 'stripes']"
0.0,0.0,strongest,stornegst,S T AO R N IH G S T,strangest,S T R EY N JH IH S T,['strangest']
0.0,0.0,structure,stucture,S T AH K CH ER,stickler,S T IH K L ER,"['stickler', 'stickier', 'stumper', 'stretcher', 'stuccoed', 'stickers', 'scorcher', 'starker', 'stokers', 'stalkers']"
0.0,1.0,structured,stuctured,S T AH K CH ER D,punctured,P AH NG K CH ER D,"['punctured', 'textured', 'massacred', 'structure', 'stricture', 'structured', 'stuccoed', 'structures', 'suckered']"
1.0,1.0,stubbornness,stubborness,S T AH B ER N AH S,stubbornness,S T AH B ER N AH S,"['stubbornness', 'stubbornly', 'sturdiness', 'subsurface', 'stubbornness', 'sternness', 'sternest', 'stubborn', 'sternness']"
1.0,1.0,study,studdy,S T AH D IY,study,S T AH D IY,"['study', 'steady', 'sturdy', 'stubby', 'studs', 'stuffy', 'stutter', 'stogie', 'smutty', 'slutty']"
1.0,1.0,stylus,stilus,S T IH L AH S,stylus,S T AY L AH S,"['stylus', 'stilts', 'sternness', 'status', 'status', 'stolen', 'stolid', 'stalin', 'skillet', 'spillane']"
1.0,1.0,subpoena,sepina,S EH P IY N AH,subpoena,S AH P IY N AH,"['subpoena', 'sabina', 'serena', 'salina', 'selena', 'celina', 'cesena', 'patina', 'messina', 'seneca']"
1.0,1.0,subsidiary,subsidary,S AH B S IH D EH R IY,subsidiary,S AH B S IH D IY EH R IY,"['subsidiary', 'subsidies', 'subsidiaries', 'subsidy']"
1.0,1.0,subsidiary,subsiduary,S AH B S IH JH UW EH R IY,subsidiary,S AH B S IH D IY EH R IY,['subsidiary']
0.0,0.0,substance,substace,S AH B S T EY S,subspace,S AH B S P EY S,"['subspace', 'sebaceous', 'subsist', 'sunsets', 'submits', 'subverts', 'suggests', 'submersed', 'sustains', 'sustained']"
0.0,1.0,substantial,substatial,S AH B S T EY SH AH L,substation,S AH B S T EY SH AH N,"['substation', 'substantial']"
1.0,1.0,subterranean,subterranian,S AH B T ER EY N IY AH N,subterranean,S AH B T ER EY N IY AH N,['subterranean']
0.0,1.0,subtract,substract,S AH B S T R AE K T,substrates,S AH B S T R EY T S,"['substrates', 'subtract', 'obstruct', 'abstract', 'abstract', 'substrate', 'obstructs', 'abstracts', 'subtracted', 'subtracting']"
1.0,1.0,subtracted,substracted,S AH B S T R AE K T IH D,subtracted,S AH B T R AE K T IH D,"['subtracted', 'obstructed', 'abstracted', 'subtracting']"
1.0,1.0,subtracting,substracting,S AH B S T R AE K T IH NG,subtracting,S AH B T R AE K T IH NG,"['subtracting', 'obstructing', 'subtracted']"
1.0,1.0,subtraction,substraction,S AH B S T R AE K SH AH N,subtraction,S AH B T R AE K SH AH N,"['subtraction', 'obstruction', 'abstraction', 'obstructions', 'abstractions']"
0.0,0.0,subtracts,substracts,S AH B S T R AE K T S,subtracted,S AH B T R AE K T IH D,"['subtracted', 'subtracting', 'obstructs', 'abstracts', 'substrates', 'subtract']"
0.0,0.0,succeed,suceed,S UW S IY D,secede,S IH S IY D,"['secede', 'sutured', 'suited', 'suited', 'seaside', 'lucid', 'proceed', 'recede', 'reseed', 'sullied']"
0.0,1.0,succeeded,suceeded,S UW S IY D IH D,seceded,S IH S IY D IH D,"['seceded', 'receded', 'receded', 'seceding', 'exceeded', 'acceded', 'supersede', 'succeeded', 'seeded', 'ceded']"
0.0,0.0,succeeding,suceeding,S UW S IY D IH NG,seceding,S IH S IY D IH NG,"['seceding', 'receding', 'receding', 'exceeding', 'acceding', 'seceded', 'seducing', 'sprucing', 'sightseeing', 'supersede']"
0.0,0.0,succeeds,suceeds,S UW S IY D Z,recedes,R IY S IY D Z,"['recedes', 'seaweeds', 'exceeds', 'accedes', 'stewards', 'suicide', 'suicide', 'speeders', 'succeed', 'cruces']"
0.0,0.0,success,sucess,S UW S EH S,suzette,S UW Z EH T,"['suzette', 'recess', 'recess', 'cysts', 'boosts', 'stress', 'obsess', 'abscess', 'excess', 'excess']"
0.0,1.0,successes,sucesses,S UW S EH S IH Z,stresses,S T R EH S IH Z,"['stresses', 'obsesses', 'excesses', 'excesses', 'assesses', 'successes', 'sexes', 'senses']"
1.0,1.0,successful,succesful,S AH K S EH S F AH L,successful,S AH K S EH S F AH L,"['successful', 'successfully', 'successes', 'suspenseful', 'unsuccessful']"
1.0,1.0,successful,successfull,S AH K S EH S F AH L,successful,S AH K S EH S F AH L,"['successful', 'successfully', 'successes', 'suspenseful', 'unsuccessful']"
0.0,0.0,successful,sucesful,S UW S S F AH L,usefully,Y UW S F AH L IY,"['usefully', 'useful']"
0.0,0.0,successful,sucessfull,S UW S S F UH L,spoonful,S P UW N F UH L,['spoonful']
1.0,1.0,successfully,succesfully,S AH K S EH S F AH L IY,successfully,S AH K S EH S F AH L IY,"['successfully', 'successively', 'successful', 'suspenseful', 'unsuccessfully']"
1.0,1.0,successfully,succesfuly,S AH K S EH S F AH L IY,successfully,S AH K S EH S F AH L IY,"['successfully', 'successively', 'successful', 'suspenseful', 'unsuccessfully']"
0.0,0.0,successfully,sucesfully,S UW S S F AH L IY,usefully,Y UW S F AH L IY,['usefully']
0.0,0.0,successfully,sucesfuly,S UW S S F Y UW L IY,,,[]
1.0,1.0,successfully,sucessfully,S UW S EH S F AH L IY,successfully,S AH K S EH S F AH L IY,"['successfully', 'successful']"
0.0,0.0,successfully,sucessfuly,S UW S F EH S F Y UW L IY,,,[]
1.0,1.0,succession,succesion,S AH K S IY ZH AH N,succession,S AH K S EH SH AH N,"['succession', 'secretion', 'succeeded']"
0.0,0.0,succession,sucesion,S UW S IY ZH AH N,tunisian,T UW N IY ZH AH N,['tunisian']
0.0,0.0,succession,sucession,S AH S EH SH AH N,secession,S IH S EH SH AH N,"['secession', 'cessation', 'possession', 'recession', 'sedation', 'summation', 'recession', 'solution', 'accession', 'obsession']"
1.0,1.0,successive,succesive,S AH K S IY S IH V,successive,S AH K S EH S IH V,"['successive', 'successes', 'succeeded', 'succeeding']"
0.0,0.0,successive,sucessive,S AH S EH S IH V,recessive,R AH S EH S IH V,"['recessive', 'possessive', 'excessive', 'obsessive', 'oppressive', 'aggressive', 'obsesses', 'obsessing', 'suspense', 'suspects', 'suspects']"
1.0,1.0,sufficient,sufficent,S AH F AY S AH N T,sufficient,S AH F IH SH AH N T,"['sufficient', 'josephson', 'sufficed']"
1.0,1.0,sufficiently,sufficently,S AH F AY S AH N T L IY,sufficiently,S AH F IH SH AH N T L IY,['sufficiently']
1.0,1.0,suffrage,sufferage,S AH F ER IH JH,suffrage,S AH F R IH JH,"['suffrage', 'suffering', 'sufferers', 'coverage', 'suffering', 'buffering', 'submerge', 'suffix', 'sunfish', 'underage']"
1.0,1.0,summary,sumary,S UW M ER IY,summary,S AH M ER IY,"['summary', 'samara', 'sumac', 'samurai', 'foolery', 'scenery', 'subaru', 'salary', 'celery', 'surgery']"
1.0,1.0,superintendent,superintendant,S UW P ER AH N T EH N D AH N T,superintendent,S UW P ER AH N T EH N D AH N T,"['superintendent', 'superintendent', 'superintendents', 'superintendents']"
1.0,1.0,supersede,supercede,S UW P ER S IY D,supersede,S UW P ER S IY D,"['supersede', 'superbly', 'supersedes', 'perceived', 'proceed', 'superseded', 'superseding']"
1.0,1.0,superseded,superceded,S UW P ER S IY D IH D,superseded,S UW P ER S IY D AH D,"['superseded', 'superseding', 'superheated', 'supersedes', 'supersede']"
1.0,1.0,supplanted,surplanted,S ER P L AE N T IH D,supplanted,S AH P L AE N T AH D,"['supplanted', 'replanted', 'supplanting', 'implanted', 'planted', 'slanted']"
1.0,1.0,support,wupport,W AH P AO R T,support,S AH P AO R T,"['support', 'report', 'purport', 'purport', 'deport', 'report', 'seaport', 'newport', 'cavort', 'sapporo']"
0.0,0.0,suppose,supose,S UW P OW S IY,kaposi,K AH P OW S IY,"['kaposi', 'lugosi', 'sucrose', 'proceed', 'spacey', 'supersede', 'spicy', 'spokes', 'snoopy', 'snoops']"
1.0,1.0,supposed,suposed,S UW P OW Z D,supposed,S AH P OW Z D,"['supposed', 'deposed', 'imposed', 'espoused', 'stupid', 'stupid', 'sparrows', 'dispose', 'expos', 'expose']"
1.0,1.0,supposedly,suposedly,S AH P OW Z AH D L IY,supposedly,S AH P OW Z AH D L IY,['supposedly']
1.0,1.0,supposes,suposes,S UW P OW Z IH Z,supposes,S AH P OW Z IH Z,"['supposes', 'supposing', 'imposes', 'espouses', 'opposes', 'disposes', 'exposes', 'poses']"
1.0,1.0,supposing,suposing,S UW P OW Z IH NG,supposing,S AH P OW Z IH NG,"['supposing', 'imposing', 'supposes', 'espousing', 'opposing', 'snoozing', 'disposing', 'exposing', 'scooping', 'stooping']"
0.0,1.0,suppress,supress,S UW P R IH S,cypress,S AY P R IH S,"['cypress', 'sucrose', 'suppress', 'cyprus', 'cypress', 'sepsis', 'spirit', 'sports', 'sparing', 'aspirin']"
1.0,1.0,suppressed,supressed,S UW P R EH S T,suppressed,S AH P R EH S T,"['suppressed', 'repressed', 'depressed', 'suppressor', 'impressed', 'espresso', 'protest', 'processed', 'protest', 'professed']"
1.0,1.0,suppressed,surpressed,S AH P R EH S T,suppressed,S AH P R EH S T,"['suppressed', 'suppressor', 'depressed', 'repressed', 'impressed', 'suspect', 'suspect', 'espresso', 'undressed', 'suspects', 'suspects']"
